,name,smiles,km,vmax,c,rsq
11,Rizatriptan Benzoate ,"OC(=O)C1=CC=CC=C1.CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2 |c:5,7,17,24,26,29,t:3,14,20|",19.238528223125254,0.04291961176891223,2.0335044168013603e-20,0.6323402086756624
12,Flurbiprofen (Ansaid),"C[C@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1 |r,c:8,10,15,17,t:5,13|",17.631570047176556,0.11001307207513573,1.2964195806522556e-26,0.7490894004140851
13,Pyridostigmine Bromide (Mestinon),"[Br-].CN(C)C(=O)OC1=C[N+](C)=CC=C1 |c:9,11,t:6|",5.121848225331644,0.04999677984689019,4.02186505284293e-16,0.5566243113869891
14,"Orlistat (Alli, Xenical)",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O |r|,4.424411757563769,0.04510278238072793,4.814478957014661e-26,0.5226876605101367
15,Flucytosine (Ancobon),"NC1=NC(=O)NC=C1F |c:6,t:1|",16935729.36886574,30.24798701281972,0.0236281433266147,0.0001609679856863222
16,Prednisone (Adasone),"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:27,t:23|",1.8301391208614857,0.04585132415518463,4.718703879923472e-28,0.3178351857593824
17,"Mesna (Uromitexan, Mesnex)",[Na+].[O-]S(=O)(=O)CCS,2.548509832873235,0.049279658299924554,4.288847528966327e-25,0.16506960056382525
18,"Terbinafine (Lamisil, Terbinex)","CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12 |c:14,18,t:12,16,20|",5.729158512427319,0.5202030641557163,2.5086072940909993e-24,0.821311930085987
19,Pyrazinamide (Pyrazinoic acid amide),"NC(=O)C1=NC=CN=C1 |c:5,7,t:3|",57.294598150161676,0.01077710517718744,0.01666032869771027,0.04537738826486748
20,Pranlukast,"O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1 |c:5,7,12,18,33,35,38,t:3,16,22,24,31|",12.244657223861491,0.08485782182284128,0.01736697824798546,0.4808056570662833
21,Guaifenesin (Guaiphenesin),"COC1=C(OCC(O)CO)C=CC=C1 |c:2,10,12|",8.380722192669054e-05,1.4068271753035684e-13,0.03631249559730688,-2.220446049250313e-16
22,Metronidazole (Flagyl),"CC1=NC=C(N1CCO)[N+]([O-])=O |c:3,t:1|",2.936106384512824,0.14156927329096428,1.4038675499676653e-24,0.5979554631596773
23,Potassium iodide,[K+].[I-],4.858720259632285,0.04626683573715744,1.0437185599829659e-17,0.2713745820241362
24,Altretamine (Hexalen),"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C |c:5,7,t:3|",10640.816318018733,9.724086187507269e-09,0.025994120668847955,-1.0648044668215562e-09
25,Valproic acid sodium salt (Sodium valproate),[Na+].CCCC(CCC)C([O-])=O,2.267902596519347,0.09109628619960791,2.1990729563955e-22,0.20645019365156858
26,Malotilate,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1 |c:15|,5.215705598074642,0.11067972389751186,4.5312953955654856e-21,0.5247134236149263
27,Methazolastone,"CN1N=NC2=C(N=CN2C1=O)C(N)=O |c:2,6,t:4|",2.4454856304751607,0.08174447450947846,1.473704122041441e-20,0.23819579535747626
28,Mercaptopurine,"S=C1N=CNC2=C1NC=N2 |c:2,5,9|",4.66090285069669,0.16993558526077412,7.648863165508396e-21,0.696835703387444
29,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O |r|,6.459318817500048,0.09405474950580613,3.905166877592868e-18,0.6022130476438178
30,Acitretin,"COC1=CC(C)=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)=C1C |c:21,t:2,5|",2.406022580457448,0.15085638860427597,4.1578217217916327e-22,0.3429384862927388
31,Tianeptine sodium,"[Na+].CN1C2=C(C=CC=C2)C(NCCCCCCC([O-])=O)C2=CC=C(Cl)C=C2S1(=O)=O |c:4,6,25,t:2,20,22|",3.488790927178318,0.050667994802503696,3.0460262855370313e-10,0.3426360260631507
32,Silodosin (Rapaflo),"C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F |r,c:15,27,29,t:3,5,25|",7.7014103702621295,0.08042500730047533,2.22590994507732e-19,0.6598938261894791
33,Amphotericin B ,"[H][C@]12C[C@@H](O[C@]3([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2 |r,t:17,19,21,23,25,27,29|",2.717278262108591,1.3906239483643297,1.2185629639633903e-21,0.5999788639143545
34,Betamethasone valerate (Betnovate),"[H][C@@]12C[C@H](C)[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:34,t:30|",3.081865359442613,0.6476000586536246,1.9124190227756014e-19,0.6601341879892468
35,Rizatriptan Benzoate ,"OC(=O)C1=CC=CC=C1.CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2 |c:5,7,17,24,26,29,t:3,14,20|",10.777899031831904,0.6836198342321217,3.962643470592968e-16,0.173130979527099
36,Flurbiprofen (Ansaid),"C[C@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1 |r,c:8,10,15,17,t:5,13|",2.8227466594819406,0.09323977001941741,4.926918755160572e-22,0.3349219067519177
37,Pyridostigmine Bromide (Mestinon),"[Br-].CN(C)C(=O)OC1=C[N+](C)=CC=C1 |c:9,11,t:6|",13.245460668936907,0.06796776625775416,5.901883028587754e-09,0.28732955451975783
38,"Orlistat (Alli, Xenical)",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O |r|,2.1479961499649494,0.0912954486927478,4.1884711125602846e-19,0.2772976292597421
39,Flucytosine (Ancobon),"NC1=NC(=O)NC=C1F |c:6,t:1|",2.6725609696938153,0.08540451061450827,1.0526969302160398e-23,0.5314076999254592
40,Prednisone (Adasone),"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:27,t:23|",1.3022395258254824,0.048215941213667665,9.184035877888507e-25,0.06920821851332226
41,"Mesna (Uromitexan, Mesnex)",[Na+].[O-]S(=O)(=O)CCS,5.777052593112645,0.0627149882800211,5.611801491231042e-22,0.37642476131183267
42,"Terbinafine (Lamisil, Terbinex)","CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12 |c:14,18,t:12,16,20|",2.300367164754123,0.1507248015666488,1.1168737621193933e-22,0.32875204848579753
43,Pyrazinamide (Pyrazinoic acid amide),"NC(=O)C1=NC=CN=C1 |c:5,7,t:3|",7.101597339775987,0.10398975062290547,5.592799732042535e-19,0.6995886089803395
44,Pranlukast,"O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1 |c:5,7,12,18,33,35,38,t:3,16,22,24,31|",31.2453735405689,0.3689728493011936,0.07553038328718205,0.6595877113313888
45,Guaifenesin (Guaiphenesin),"COC1=C(OCC(O)CO)C=CC=C1 |c:2,10,12|",10.611160451058122,0.08804705761303008,2.179151210519544e-28,0.596373677679066
46,Metronidazole (Flagyl),"CC1=NC=C(N1CCO)[N+]([O-])=O |c:3,t:1|",4.767752567717585,0.12282223921692693,3.676405044559519e-33,0.6544593217967687
47,Potassium iodide,[K+].[I-],33.77892415247459,0.4120175470973289,1.2770838703390287e-30,0.3611023646217998
48,Altretamine (Hexalen),"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C |c:5,7,t:3|",908048.2836010149,195.3516583977243,0.03313155310314261,0.3779514690471639
49,Valproic acid sodium salt (Sodium valproate),[Na+].CCCC(CCC)C([O-])=O,13.623402928151215,0.06207164535166772,2.4666525866331285e-21,0.8407074828484099
50,Malotilate,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1 |c:15|,3.304216159463991,0.27289055904944565,2.3100326395077103e-19,0.6235895273013286
51,Methazolastone,"CN1N=NC2=C(N=CN2C1=O)C(N)=O |c:2,6,t:4|",31924.255589902798,1.2528175378601404e-09,0.01724311758237589,-3.0140112627918825e-11
52,Mercaptopurine,"S=C1N=CNC2=C1NC=N2 |c:2,5,9|",211.7272382461907,0.1251153696566679,0.00580871569585637,0.816832549654444
53,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O |r|,737.9896416821044,0.4791805220025003,0.009286475182686936,0.9421326884508753
54,Acitretin,"COC1=CC(C)=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)=C1C |c:21,t:2,5|",1.1712902254912767,4.30145975182899,5.554031028424927e-08,0.06490714200256043
55,Tianeptine sodium,"[Na+].CN1C2=C(C=CC=C2)C(NCCCCCCC([O-])=O)C2=CC=C(Cl)C=C2S1(=O)=O |c:4,6,25,t:2,20,22|",5.398779362926803,0.1000120833401481,2.6304261314984844e-24,0.6816526965297041
56,Silodosin (Rapaflo),"C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F |r,c:15,27,29,t:3,5,25|",5.552348441911513,0.08375101180934565,6.1985094013993375e-24,0.659697407982105
57,Amphotericin B ,"[H][C@]12C[C@@H](O[C@]3([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2 |r,t:17,19,21,23,25,27,29|",4.4982175903127715,1.3196729959410856,2.0762739848655917e-20,0.8063352151784926
58,Betamethasone valerate (Betnovate),"[H][C@@]12C[C@H](C)[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:34,t:30|",10279892.622637177,9791.727568917993,0.0212762917931525,0.9418663241993562
59,Rizatriptan Benzoate ,"OC(=O)C1=CC=CC=C1.CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2 |c:5,7,17,24,26,29,t:3,14,20|",3.226400860375589,0.08024551166555415,2.985566751543056e-19,0.3669704291917696
60,Flurbiprofen (Ansaid),"C[C@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1 |r,c:8,10,15,17,t:5,13|",33.20597356954971,0.04820426848534362,0.0038675495885984274,0.7326187568983731
61,Pyridostigmine Bromide (Mestinon),"[Br-].CN(C)C(=O)OC1=C[N+](C)=CC=C1 |c:9,11,t:6|",4.051348769506277,0.033969834817174395,4.132600065213115e-19,0.33604072147710695
62,"Orlistat (Alli, Xenical)",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O |r|,31924.255872914,8.518040280564215e-10,0.019482915228925694,-2.0600854355734555e-11
63,Flucytosine (Ancobon),"NC1=NC(=O)NC=C1F |c:6,t:1|",2.9910097672091127,0.06498331314286813,2.6433076516724626e-22,0.3634692292311741
64,Prednisone (Adasone),"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |r,c:27,t:23|",15961.676801945645,3.943550817408904e-12,0.028518777788478784,-3.355093980417223e-13
65,"Mesna (Uromitexan, Mesnex)",[Na+].[O-]S(=O)(=O)CCS,37128303.80973703,655.2284933973425,0.0527302601863174,0.00313547347549914
66,"Terbinafine (Lamisil, Terbinex)","CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12 |c:14,18,t:12,16,20|",16.54265517104607,0.2704910482628709,1.1585186676802277e-23,0.9335714887750621
67,Pyrazinamide (Pyrazinoic acid amide),"NC(=O)C1=NC=CN=C1 |c:5,7,t:3|",177.42626231525588,0.06502894800912648,0.00900222960507474,0.49343175652909677
68,Pranlukast,"O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1 |c:5,7,12,18,33,35,38,t:3,16,22,24,31|",25.543295957458948,0.591564693718006,0.10144258194877857,0.6815956473409002
69,Guaifenesin (Guaiphenesin),"COC1=C(OCC(O)CO)C=CC=C1 |c:2,10,12|",5.408951065806885,0.056164447566838506,3.2665211669768385e-34,0.5045406859498185
70,Metronidazole (Flagyl),"CC1=NC=C(N1CCO)[N+]([O-])=O |c:3,t:1|",6.2170930237080695,0.12597964383513413,1.9170642477445458e-23,0.1295771045477927
71,Potassium iodide,[K+].[I-],18.77133684476391,1.1184553785241282,2.0567141536405835e-34,0.27422201746794195
72,Sorbitol (Glucitol),OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO |r|,7.903195055759496,0.07667286373296138,9.97454875007253e-29,0.6228769200472828
73,Orphenadrine citrate (Norflex),"OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C |c:21,23,28,30,t:19,26|",2.888704204101077,0.03045259921497104,5.8859119247021085e-09,0.1637356807153627
74,Lafutidine,"O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=CC(CN2CCCCC2)=CC=N1 |c:8,28,30,t:6,18|",135.56469769804676,0.043839414739777524,0.006600331850098952,0.5173497094740243
75,Bethanechol chloride,[Cl-].CC(C[N+](C)(C)C)OC(N)=O,10640.815568959659,1.3417751641476121e-08,0.01997834754400842,-5.191471919019364e-09
76,Methacycline hydrochloride (Physiomycine),"Cl.[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=CC=CC(O)=C4C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C |r,c:10,13,t:8,19,30|",131.79089055203247,0.0160553515915525,0.019578047654609708,0.06184414355739121
77,Xylazine HCl,"Cl.CC1=CC=CC(C)=C1NC1=NCCCS1 |c:3,6,t:1,10|",3.019396359127969,1.4252268689343577,3.4167800744748196e-23,0.6475043945986442
78,Ciclopirox (Penlac),"CC1=CC(=O)N(O)C(=C1)C1CCCCC1 |c:7,t:1|",3.820447458293494,0.10481428264467976,5.9244567038765866e-21,0.5728454005296999
79,Scopine,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@H](O)C[C@@]2([H])N1C |r|,4.447020129496255,0.06326142552252717,5.97716746562233e-32,0.4663845239178709
80,Brompheniramine,"OC(=O)\C=C/C(O)=O.CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1 |c:18,23,25,t:13,15,21|",3.674178880249583,0.036469770346802606,9.498000533957954e-21,0.5127779443728531
81,Acemetacin (Emflex),"COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O |c:4,6,17,21,t:2,12,14|",7.371821699560423,0.0644819488845809,1.9765937340652726e-17,0.7856469183818993
82,Clorsulon,"NC1=CC(C(Cl)=C(Cl)Cl)=C(C=C1S(N)(=O)=O)S(N)(=O)=O |c:8,10,t:1|",10640.81637905254,5.5589349257520626e-11,0.02558818208533289,-1.6741052988322735e-11
83,Sulfathiazole,"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1 |c:3,5,14,t:1,12|",3.2209844266012713,0.09020609039591032,3.820750409514684e-23,0.555114417402625
84,Oxybutynin chloride,"Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1 |c:23,25,t:21|",1930148.151000808,564.4784253933065,0.03131458262234389,0.28853022705988285
85,Trimethoprim,"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC |c:11,14,18,t:2,6,8|",17735.295653059777,1.9603978920931087e-08,0.019327280185950566,-1.7712780131518002e-09
86,Lamotrigine,"NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl |c:4,6,11,14,t:1,9|",136.6089242495757,0.08246698497808723,0.017548100055231816,0.5440187246113193
87,Amitriptyline HCl,"Cl.CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12 |c:9,11,18,t:7,16,20|",166.5099073832446,0.029454752476961304,0.011413620631415263,0.509574117092434
88,Cyclamic  acid,OS(=O)(=O)NC1CCCCC1,3.9998414043737,0.06467972853113158,2.431496890995558e-33,0.6088811683195114
89,Antipyrine,"CN1N(C(=O)C=C1C)C1=CC=CC=C1 |c:5,11,13,t:9|",2281445.3712491654,95.40890473887245,0.014998696506985982,0.15300383524303096
90,Betahistine 2HCl,"Cl.Cl.CNCCC1=NC=CC=C1 |c:6,8,t:4|",7980.385385057245,2.573619250610263e-13,0.02048546723337912,-5.1958437552457326e-14
91,Sodium nitrite,[Na+].[O-]N=O,169888.70893349912,3.3132925760564778,0.017800129406702645,0.032563042650725516
92,Betamipron,"OC(=O)CCNC(=O)C1=CC=CC=C1 |c:10,12,t:8|",60302.17562786228,2.743331917040799e-08,0.014440797302501534,-2.7713698003140053e-10
93,Azaguanine-8,"NC1=NC2=C(N=NN2)C(=O)N1 |c:5,t:1,3|",5319.9584146583875,1.3918217345427129e-09,0.042018055233759594,-2.3697355189256086e-10
94,Benzydamine Hydrochloride,"Cl.CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12 |c:13,15,20,t:7,11,18,22|",921951.0180883456,5833.773521092934,8.459454172136935e-33,0.7337305408446139
95,Broxyquinoline,"OC1=C2N=CC=CC2=C(Br)C=C1Br |c:1,3,5,11,t:8|",0.10698371732589537,0.24725534217755385,1.4644518767203994e-05,0.00016061742334450013
96,Sorbitol (Glucitol),OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO |r|,5.111178451545934,0.06068551716915697,5.341813940977015e-23,0.49176851968126434
97,Orphenadrine citrate (Norflex),"OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C |c:21,23,28,30,t:19,26|",189428917.64498997,28100.23900881007,0.03203052559861482,0.23181991209250907
98,Lafutidine,"O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=CC(CN2CCCCC2)=CC=N1 |c:8,28,30,t:6,18|",6.6296949078967105,0.05540146625958463,8.766372447214942e-26,0.27703126245114174
99,Bethanechol chloride,[Cl-].CC(C[N+](C)(C)C)OC(N)=O,3.8015702354901184,0.058108037533288984,9.725531526538838e-29,0.19113465648476824
100,Methacycline hydrochloride (Physiomycine),"Cl.[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=CC=CC(O)=C4C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C |r,c:10,13,t:8,19,30|",5.835602045244412,0.07550379471321599,2.377437712116552e-22,0.6590169411527629
101,Xylazine HCl,"Cl.CC1=CC=CC(C)=C1NC1=NCCCS1 |c:3,6,t:1,10|",3.3050720716290503,2.0281834587567587,6.869624370818847e-27,0.6808789803719294
102,Ciclopirox (Penlac),"CC1=CC(=O)N(O)C(=C1)C1CCCCC1 |c:7,t:1|",41.77011868568739,0.08721194650580782,0.019225266576409623,0.48836265351564145
103,Scopine,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@H](O)C[C@@]2([H])N1C |r|,29263.832069425916,1.534627665237062e-15,0.06426783670214835,-2.787992059438693e-12
104,Brompheniramine,"OC(=O)\C=C/C(O)=O.CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1 |c:18,23,25,t:13,15,21|",6.309319075726565,0.060284234443952964,8.855446635263261e-08,0.11698896345644583
105,Acemetacin (Emflex),"COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O |c:4,6,17,21,t:2,12,14|",5.621393758150083,0.11738293696224623,2.495232667839991e-24,0.6163559706966615
106,Clorsulon,"NC1=CC(C(Cl)=C(Cl)Cl)=C(C=C1S(N)(=O)=O)S(N)(=O)=O |c:8,10,t:1|",11.194032565457512,0.2880410422049033,2.788566358585376e-18,0.5649737395769667
107,Sulfathiazole,"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1 |c:3,5,14,t:1,12|",15.357780574092848,0.8446983821479778,3.69054375855758e-18,0.3604425622080686
108,Oxybutynin chloride,"Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1 |c:23,25,t:21|",8.326673368474733,0.06324583407338122,4.602465080622854e-28,0.5902518909776624
109,Trimethoprim,"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC |c:11,14,18,t:2,6,8|",4.8090641229103825,0.12321862629328427,9.515032579900542e-26,0.5843436545466751
110,Lamotrigine,"NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl |c:4,6,11,14,t:1,9|",6.1974040096175464,0.07692726115357763,2.585188925261609e-19,0.422264634750513
111,Amitriptyline HCl,"Cl.CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12 |c:9,11,18,t:7,16,20|",2.1422618525145483,0.05487372309893422,4.3234357053075184e-31,0.08742171351406447
112,Cyclamic  acid,OS(=O)(=O)NC1CCCCC1,2.817559108011969,0.06424223189600252,2.1322909771926653e-16,0.2688129356014468
113,Antipyrine,"CN1N(C(=O)C=C1C)C1=CC=CC=C1 |c:5,11,13,t:9|",21725.948765026194,5.926991585109175e-10,0.07797836940711482,-3.674394122299418e-12
114,Betahistine 2HCl,"Cl.Cl.CNCCC1=NC=CC=C1 |c:6,8,t:4|",8867.204247912417,1.5500759136713236e-13,0.08413905746658379,-1.0880185641326534e-14
115,Sodium nitrite,[Na+].[O-]N=O,202696773.51942772,10665.699804890799,0.031327042023261656,0.060324171148315786
116,Betamipron,"OC(=O)CCNC(=O)C1=CC=CC=C1 |c:10,12,t:8|",1674.636684759945,0.6140039721735353,0.0669640003478484,0.2906285621107608
117,Azaguanine-8,"NC1=NC2=C(N=NN2)C(=O)N1 |c:5,t:1,3|",284.29671636271524,0.13531376953761745,0.0503483208601221,0.2281906750647168
118,Benzydamine Hydrochloride,"Cl.CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12 |c:13,15,20,t:7,11,18,22|",0.0005386971667917205,2.5218018587782343e-06,5.581245684538927,-1.748579059324129e-11
119,Broxyquinoline,"OC1=C2N=CC=CC2=C(Br)C=C1Br |c:1,3,5,11,t:8|",2.999441386051859,14.14162230856963,5.436756208867993e-23,0.6417558657691045
120,Sorbitol (Glucitol),OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO |r|,2.7783090234492454,0.18622102322787823,1.1772056477766198e-20,0.45334909999286865
121,Orphenadrine citrate (Norflex),"OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C |c:21,23,28,30,t:19,26|",7.375301364895253,0.045818231052380275,1.616698989126327e-16,0.46846158993088416
122,Lafutidine,"O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=CC(CN2CCCCC2)=CC=N1 |c:8,28,30,t:6,18|",453.4663193325549,0.1032680348530967,0.006221040334656725,0.785895348079698
123,Bethanechol chloride,[Cl-].CC(C[N+](C)(C)C)OC(N)=O,4.081932880058426,0.10041223182778847,2.9805690425965066e-22,0.7266550054724754
124,Methacycline hydrochloride (Physiomycine),"Cl.[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=CC=CC(O)=C4C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C |r,c:10,13,t:8,19,30|",3.609971668573258,0.04960240058634778,1.25913900372332e-34,0.4794348109783705
125,Xylazine HCl,"Cl.CC1=CC=CC(C)=C1NC1=NCCCS1 |c:3,6,t:1,10|",6.29547257014318,1.2372644299417563,7.101423804454671e-18,0.6521801586154786
126,Ciclopirox (Penlac),"CC1=CC(=O)N(O)C(=C1)C1CCCCC1 |c:7,t:1|",5.601489962451028,0.018852145674107753,2.3687869293029587e-16,0.44380686402154
127,Scopine,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@H](O)C[C@@]2([H])N1C |r|,10640.818372050959,4.9644266639411384e-09,0.03981095783235559,-5.175646577981752e-10
128,Brompheniramine,"OC(=O)\C=C/C(O)=O.CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1 |c:18,23,25,t:13,15,21|",17.860600205803618,0.027114384148756714,2.105719626645365e-16,0.4519177118235369
